symbol,beg_date,end_date
BKNG,2018-07-23,2018-11-05
MSFT,2018-07-23,2018-11-05
WYNN,2018-07-23,2018-11-05
CTAS,2018-07-23,2018-11-05
XRAY,2018-07-23,2018-11-05
LRCX,2018-07-23,2018-11-05
AAPL,2018-07-23,2018-11-05
MYL,2018-07-23,2018-11-05
AVGO,2018-07-23,2018-11-05
NTES,2018-07-23,2018-11-05
BMRN,2018-07-23,2018-11-05
QRTEA,2018-07-23,2018-11-05
HSIC,2018-07-23,2018-11-05
MNST,2018-07-23,2018-11-05
PAYX,2018-07-23,2018-11-05
CELG,2018-07-23,2018-11-05
TXN,2018-07-23,2018-11-05
CHTR,2018-07-23,2018-11-05
EA,2018-07-23,2018-11-05
GILD,2018-07-23,2018-11-05
TSLA,2018-07-23,2018-11-05
CERN,2018-07-23,2018-11-05
QCOM,2018-07-23,2018-11-05
SNPS,2018-07-23,2018-11-05
EBAY,2018-07-23,2018-11-05
ALXN,2018-07-23,2018-11-05
KDP,2018-07-23,2018-11-05
KHC,2018-07-23,2018-11-05
INCY,2018-07-23,2018-11-05
COST,2018-07-23,2018-11-05
ADSK,2018-07-23,2018-11-05
FISV,2018-07-23,2018-11-05
WBA,2018-07-23,2018-11-05
AMZN,2018-07-23,2018-11-05
PYPL,2018-07-23,2018-11-05
AMAT,2018-07-23,2018-11-05
EXPE,2018-07-23,2018-11-05
NVDA,2018-07-23,2018-11-05
STX,2018-07-23,2018-11-05
ORLY,2018-07-23,2018-11-05
TMUS,2018-07-23,2018-11-05
VOD,2018-07-23,2018-11-05
CMCSA,2018-07-23,2018-11-05
PCAR,2018-07-23,2018-11-05
ADBE,2018-07-23,2018-11-05
XLNX,2018-07-23,2018-11-05
SHPG,2018-07-23,2018-11-05
MU,2018-07-23,2018-11-05
ASML,2018-07-23,2018-11-05
TCOM,2018-07-23,2018-11-05
INTU,2018-07-23,2018-11-05
SIRI,2018-07-23,2018-11-05
ALGN,2018-07-23,2018-11-05
GOOG,2018-07-23,2018-11-05
DLTR,2018-07-23,2018-11-05
LBTYA,2018-07-23,2018-11-05
CTSH,2018-07-23,2018-11-05
SBUX,2018-07-23,2018-11-05
FOXA,2018-07-23,2018-11-05
CTXS,2018-07-23,2018-11-05
EFII,2018-07-23,2018-11-05
CSX,2018-03-12,2018-07-23
RHT,2018-03-12,2018-07-23
VRSK,2018-03-12,2018-07-23
CDNS,2018-03-12,2018-07-23
MAR,2018-03-12,2018-07-23
JBHT,2018-03-12,2018-07-23
ISRG,2018-03-12,2018-07-23
ULTA,2018-03-12,2018-07-23
FAST,2018-03-12,2018-07-23
NLOK,2018-03-12,2018-07-23
REGN,2018-03-12,2018-07-23
AMGN,2018-03-12,2018-07-23
CA,2018-03-12,2018-07-23
GEHC,2018-03-12,2018-07-23
ADP,2018-03-12,2018-07-23
CSCO,2018-03-12,2018-07-23
DISH,2018-03-12,2018-07-23
ADI,2018-03-12,2018-07-23
ILMN,2018-03-12,2018-07-23
BIDU,2018-03-12,2018-07-23
ATVI,2018-03-12,2018-07-23
ROST,2018-03-12,2018-07-23
META,2018-03-12,2018-07-23
BIIB,2018-03-12,2018-07-23
IDXX,2018-03-12,2018-07-23
MXIM,2018-03-12,2018-07-23
MELI,2018-03-12,2018-07-23
INTC,2018-03-12,2018-07-23
HAS,2018-03-12,2018-07-23
NFLX,2018-03-12,2018-07-23
JD,2018-03-12,2018-07-23
GOOGL,2018-03-12,2018-07-23
VRTX,2018-03-12,2018-07-23
CHKP,2018-03-12,2018-07-23
MDLZ,2018-03-12,2018-07-23
KLAC,2018-03-12,2018-07-23
HOLX,2018-03-12,2018-07-23
MCHP,2018-03-12,2018-07-23
WBD,2018-03-12,2018-07-23
SWKS,2018-03-12,2018-07-23
TTWO,2018-03-12,2018-07-23
LBTYK,2018-03-12,2018-07-23
AAL,2018-03-12,2018-07-23
WDAY,2018-03-12,2018-07-23
TFCFA,2018-03-12,2018-07-23
TFCF,2018-03-12,2018-07-23
ESRX,2018-03-12,2018-07-23
BKNG,2018-03-12,2018-07-23
MSFT,2018-03-12,2018-07-23
WYNN,2018-03-12,2018-07-23
CTAS,2018-03-12,2018-07-23
XRAY,2018-03-12,2018-07-23
LRCX,2018-03-12,2018-07-23
AAPL,2018-03-12,2018-07-23
MYL,2018-03-12,2018-07-23
AVGO,2018-03-12,2018-07-23
NTES,2018-03-12,2018-07-23
BMRN,2018-03-12,2018-07-23
QRTEA,2018-03-12,2018-07-23
HSIC,2018-03-12,2018-07-23
MNST,2018-03-12,2018-07-23
PAYX,2018-03-12,2018-07-23
CELG,2018-03-12,2018-07-23
TXN,2018-03-12,2018-07-23
CHTR,2018-03-12,2018-07-23
EA,2018-03-12,2018-07-23
GILD,2018-03-12,2018-07-23
TSLA,2018-03-12,2018-07-23
CERN,2018-03-12,2018-07-23
QCOM,2018-03-12,2018-07-23
SNPS,2018-03-12,2018-07-23
EBAY,2018-03-12,2018-07-23
ALXN,2018-03-12,2018-07-23
KDP,2018-03-12,2018-07-23
KHC,2018-03-12,2018-07-23
INCY,2018-03-12,2018-07-23
COST,2018-03-12,2018-07-23
ADSK,2018-03-12,2018-07-23
FISV,2018-03-12,2018-07-23
WBA,2018-03-12,2018-07-23
AMZN,2018-03-12,2018-07-23
PYPL,2018-03-12,2018-07-23
AMAT,2018-03-12,2018-07-23
EXPE,2018-03-12,2018-07-23
NVDA,2018-03-12,2018-07-23
STX,2018-03-12,2018-07-23
ORLY,2018-03-12,2018-07-23
TMUS,2018-03-12,2018-07-23
VOD,2018-03-12,2018-07-23
CMCSA,2018-03-12,2018-07-23
PCAR,2018-03-12,2018-07-23
ADBE,2018-03-12,2018-07-23
XLNX,2018-03-12,2018-07-23
SHPG,2018-03-12,2018-07-23
MU,2018-03-12,2018-07-23
ASML,2018-03-12,2018-07-23
TCOM,2018-03-12,2018-07-23
INTU,2018-03-12,2018-07-23
SIRI,2018-03-12,2018-07-23
ALGN,2018-03-12,2018-07-23
GOOG,2018-03-12,2018-07-23
DLTR,2018-03-12,2018-07-23
LBTYA,2018-03-12,2018-07-23
CTSH,2018-03-12,2018-07-23
SBUX,2018-03-12,2018-07-23
FOXA,2018-03-12,2018-07-23
CTXS,2018-03-12,2018-07-23
EFII,2018-03-12,2018-07-23
LVNTA,2018-01-02,2018-03-12
CSX,2018-01-02,2018-03-12
RHT,2018-01-02,2018-03-12
VRSK,2018-01-02,2018-03-12
CDNS,2018-01-02,2018-03-12
MAR,2018-01-02,2018-03-12
JBHT,2018-01-02,2018-03-12
ISRG,2018-01-02,2018-03-12
ULTA,2018-01-02,2018-03-12
FAST,2018-01-02,2018-03-12
NLOK,2018-01-02,2018-03-12
REGN,2018-01-02,2018-03-12
AMGN,2018-01-02,2018-03-12
CA,2018-01-02,2018-03-12
GEHC,2018-01-02,2018-03-12
ADP,2018-01-02,2018-03-12
CSCO,2018-01-02,2018-03-12
DISH,2018-01-02,2018-03-12
ADI,2018-01-02,2018-03-12
ILMN,2018-01-02,2018-03-12
BIDU,2018-01-02,2018-03-12
ATVI,2018-01-02,2018-03-12
ROST,2018-01-02,2018-03-12
META,2018-01-02,2018-03-12
BIIB,2018-01-02,2018-03-12
IDXX,2018-01-02,2018-03-12
MXIM,2018-01-02,2018-03-12
MELI,2018-01-02,2018-03-12
INTC,2018-01-02,2018-03-12
HAS,2018-01-02,2018-03-12
NFLX,2018-01-02,2018-03-12
JD,2018-01-02,2018-03-12
GOOGL,2018-01-02,2018-03-12
VRTX,2018-01-02,2018-03-12
CHKP,2018-01-02,2018-03-12
MDLZ,2018-01-02,2018-03-12
KLAC,2018-01-02,2018-03-12
HOLX,2018-01-02,2018-03-12
MCHP,2018-01-02,2018-03-12
WBD,2018-01-02,2018-03-12
SWKS,2018-01-02,2018-03-12
TTWO,2018-01-02,2018-03-12
LBTYK,2018-01-02,2018-03-12
AAL,2018-01-02,2018-03-12
WDAY,2018-01-02,2018-03-12
TFCFA,2018-01-02,2018-03-12
TFCF,2018-01-02,2018-03-12
ESRX,2018-01-02,2018-03-12
BKNG,2018-01-02,2018-03-12
MSFT,2018-01-02,2018-03-12
WYNN,2018-01-02,2018-03-12
CTAS,2018-01-02,2018-03-12
XRAY,2018-01-02,2018-03-12
LRCX,2018-01-02,2018-03-12
AAPL,2018-01-02,2018-03-12
MYL,2018-01-02,2018-03-12
AVGO,2018-01-02,2018-03-12
NTES,2018-01-02,2018-03-12
BMRN,2018-01-02,2018-03-12
QRTEA,2018-01-02,2018-03-12
HSIC,2018-01-02,2018-03-12
MNST,2018-01-02,2018-03-12
PAYX,2018-01-02,2018-03-12
CELG,2018-01-02,2018-03-12
TXN,2018-01-02,2018-03-12
CHTR,2018-01-02,2018-03-12
EA,2018-01-02,2018-03-12
GILD,2018-01-02,2018-03-12
TSLA,2018-01-02,2018-03-12
CERN,2018-01-02,2018-03-12
QCOM,2018-01-02,2018-03-12
SNPS,2018-01-02,2018-03-12
EBAY,2018-01-02,2018-03-12
ALXN,2018-01-02,2018-03-12
KDP,2018-01-02,2018-03-12
KHC,2018-01-02,2018-03-12
INCY,2018-01-02,2018-03-12
COST,2018-01-02,2018-03-12
ADSK,2018-01-02,2018-03-12
FISV,2018-01-02,2018-03-12
WBA,2018-01-02,2018-03-12
AMZN,2018-01-02,2018-03-12
PYPL,2018-01-02,2018-03-12
AMAT,2018-01-02,2018-03-12
EXPE,2018-01-02,2018-03-12
NVDA,2018-01-02,2018-03-12
STX,2018-01-02,2018-03-12
ORLY,2018-01-02,2018-03-12
TMUS,2018-01-02,2018-03-12
VOD,2018-01-02,2018-03-12
CMCSA,2018-01-02,2018-03-12
PCAR,2018-01-02,2018-03-12
ADBE,2018-01-02,2018-03-12
XLNX,2018-01-02,2018-03-12
SHPG,2018-01-02,2018-03-12
MU,2018-01-02,2018-03-12
ASML,2018-01-02,2018-03-12
TCOM,2018-01-02,2018-03-12
INTU,2018-01-02,2018-03-12
SIRI,2018-01-02,2018-03-12
ALGN,2018-01-02,2018-03-12
GOOG,2018-01-02,2018-03-12
DLTR,2018-01-02,2018-03-12
LBTYA,2018-01-02,2018-03-12
CTSH,2018-01-02,2018-03-12
SBUX,2018-01-02,2018-03-12
FOXA,2018-01-02,2018-03-12
CTXS,2018-01-02,2018-03-12
EFII,2018-01-02,2018-03-12
LVNTA,2017-12-18,2018-01-02
CSX,2017-12-18,2018-01-02
RHT,2017-12-18,2018-01-02
VRSK,2017-12-18,2018-01-02
CDNS,2017-12-18,2018-01-02
MAR,2017-12-18,2018-01-02
JBHT,2017-12-18,2018-01-02
ISRG,2017-12-18,2018-01-02
ULTA,2017-12-18,2018-01-02
FAST,2017-12-18,2018-01-02
NLOK,2017-12-18,2018-01-02
REGN,2017-12-18,2018-01-02
AMGN,2017-12-18,2018-01-02
CA,2017-12-18,2018-01-02
GEHC,2017-12-18,2018-01-02
ADP,2017-12-18,2018-01-02
CSCO,2017-12-18,2018-01-02
DISH,2017-12-18,2018-01-02
ADI,2017-12-18,2018-01-02
ILMN,2017-12-18,2018-01-02
BIDU,2017-12-18,2018-01-02
ATVI,2017-12-18,2018-01-02
ROST,2017-12-18,2018-01-02
META,2017-12-18,2018-01-02
BIIB,2017-12-18,2018-01-02
IDXX,2017-12-18,2018-01-02
MXIM,2017-12-18,2018-01-02
MELI,2017-12-18,2018-01-02
INTC,2017-12-18,2018-01-02
HAS,2017-12-18,2018-01-02
NFLX,2017-12-18,2018-01-02
JD,2017-12-18,2018-01-02
GOOGL,2017-12-18,2018-01-02
VRTX,2017-12-18,2018-01-02
CHKP,2017-12-18,2018-01-02
MDLZ,2017-12-18,2018-01-02
KLAC,2017-12-18,2018-01-02
HOLX,2017-12-18,2018-01-02
MCHP,2017-12-18,2018-01-02
WBD,2017-12-18,2018-01-02
LILA,2017-12-18,2018-01-02
SWKS,2017-12-18,2018-01-02
TTWO,2017-12-18,2018-01-02
LBTYK,2017-12-18,2018-01-02
AAL,2017-12-18,2018-01-02
WDAY,2017-12-18,2018-01-02
TFCFA,2017-12-18,2018-01-02
TFCF,2017-12-18,2018-01-02
ESRX,2017-12-18,2018-01-02
BKNG,2017-12-18,2018-01-02
MSFT,2017-12-18,2018-01-02
WYNN,2017-12-18,2018-01-02
CTAS,2017-12-18,2018-01-02
XRAY,2017-12-18,2018-01-02
LRCX,2017-12-18,2018-01-02
AAPL,2017-12-18,2018-01-02
MYL,2017-12-18,2018-01-02
AVGO,2017-12-18,2018-01-02
NTES,2017-12-18,2018-01-02
BMRN,2017-12-18,2018-01-02
QRTEA,2017-12-18,2018-01-02
HSIC,2017-12-18,2018-01-02
MNST,2017-12-18,2018-01-02
PAYX,2017-12-18,2018-01-02
CELG,2017-12-18,2018-01-02
TXN,2017-12-18,2018-01-02
CHTR,2017-12-18,2018-01-02
EA,2017-12-18,2018-01-02
GILD,2017-12-18,2018-01-02
TSLA,2017-12-18,2018-01-02
CERN,2017-12-18,2018-01-02
QCOM,2017-12-18,2018-01-02
SNPS,2017-12-18,2018-01-02
EBAY,2017-12-18,2018-01-02
ALXN,2017-12-18,2018-01-02
KDP,2017-12-18,2018-01-02
KHC,2017-12-18,2018-01-02
INCY,2017-12-18,2018-01-02
COST,2017-12-18,2018-01-02
ADSK,2017-12-18,2018-01-02
FISV,2017-12-18,2018-01-02
WBA,2017-12-18,2018-01-02
AMZN,2017-12-18,2018-01-02
PYPL,2017-12-18,2018-01-02
LILAK,2017-12-18,2018-01-02
AMAT,2017-12-18,2018-01-02
EXPE,2017-12-18,2018-01-02
NVDA,2017-12-18,2018-01-02
STX,2017-12-18,2018-01-02
ORLY,2017-12-18,2018-01-02
TMUS,2017-12-18,2018-01-02
VOD,2017-12-18,2018-01-02
CMCSA,2017-12-18,2018-01-02
PCAR,2017-12-18,2018-01-02
ADBE,2017-12-18,2018-01-02
XLNX,2017-12-18,2018-01-02
SHPG,2017-12-18,2018-01-02
MU,2017-12-18,2018-01-02
ASML,2017-12-18,2018-01-02
TCOM,2017-12-18,2018-01-02
INTU,2017-12-18,2018-01-02
SIRI,2017-12-18,2018-01-02
ALGN,2017-12-18,2018-01-02
GOOG,2017-12-18,2018-01-02
DLTR,2017-12-18,2018-01-02
LBTYA,2017-12-18,2018-01-02
CTSH,2017-12-18,2018-01-02
SBUX,2017-12-18,2018-01-02
FOXA,2017-12-18,2018-01-02
CTXS,2017-12-18,2018-01-02
EFII,2017-12-18,2018-01-02
LVNTA,2017-10-23,2017-12-18
CSX,2017-10-23,2017-12-18
RHT,2017-10-23,2017-12-18
VRSK,2017-10-23,2017-12-18
MAR,2017-10-23,2017-12-18
JBHT,2017-10-23,2017-12-18
ISRG,2017-10-23,2017-12-18
ULTA,2017-10-23,2017-12-18
FAST,2017-10-23,2017-12-18
NLOK,2017-10-23,2017-12-18
DISCA,2017-10-23,2017-12-18
REGN,2017-10-23,2017-12-18
AMGN,2017-10-23,2017-12-18
AKAM,2017-10-23,2017-12-18
CA,2017-10-23,2017-12-18
GEHC,2017-10-23,2017-12-18
ADP,2017-10-23,2017-12-18
CSCO,2017-10-23,2017-12-18
DISH,2017-10-23,2017-12-18
ADI,2017-10-23,2017-12-18
ILMN,2017-10-23,2017-12-18
BIDU,2017-10-23,2017-12-18
ATVI,2017-10-23,2017-12-18
ROST,2017-10-23,2017-12-18
META,2017-10-23,2017-12-18
BIIB,2017-10-23,2017-12-18
IDXX,2017-10-23,2017-12-18
MXIM,2017-10-23,2017-12-18
MELI,2017-10-23,2017-12-18
INTC,2017-10-23,2017-12-18
HAS,2017-10-23,2017-12-18
NFLX,2017-10-23,2017-12-18
JD,2017-10-23,2017-12-18
GOOGL,2017-10-23,2017-12-18
VRTX,2017-10-23,2017-12-18
CHKP,2017-10-23,2017-12-18
MDLZ,2017-10-23,2017-12-18
KLAC,2017-10-23,2017-12-18
HOLX,2017-10-23,2017-12-18
MCHP,2017-10-23,2017-12-18
WBD,2017-10-23,2017-12-18
LILA,2017-10-23,2017-12-18
SWKS,2017-10-23,2017-12-18
LBTYK,2017-10-23,2017-12-18
AAL,2017-10-23,2017-12-18
TFCFA,2017-10-23,2017-12-18
TFCF,2017-10-23,2017-12-18
ESRX,2017-10-23,2017-12-18
BKNG,2017-10-23,2017-12-18
MSFT,2017-10-23,2017-12-18
WYNN,2017-10-23,2017-12-18
CTAS,2017-10-23,2017-12-18
XRAY,2017-10-23,2017-12-18
LRCX,2017-10-23,2017-12-18
AAPL,2017-10-23,2017-12-18
MYL,2017-10-23,2017-12-18
AVGO,2017-10-23,2017-12-18
NTES,2017-10-23,2017-12-18
BMRN,2017-10-23,2017-12-18
QRTEA,2017-10-23,2017-12-18
HSIC,2017-10-23,2017-12-18
TSCO,2017-10-23,2017-12-18
VIAB,2017-10-23,2017-12-18
MNST,2017-10-23,2017-12-18
PAYX,2017-10-23,2017-12-18
CELG,2017-10-23,2017-12-18
TXN,2017-10-23,2017-12-18
DISCK,2017-10-23,2017-12-18
CHTR,2017-10-23,2017-12-18
EA,2017-10-23,2017-12-18
GILD,2017-10-23,2017-12-18
TSLA,2017-10-23,2017-12-18
CERN,2017-10-23,2017-12-18
QCOM,2017-10-23,2017-12-18
EBAY,2017-10-23,2017-12-18
ALXN,2017-10-23,2017-12-18
KDP,2017-10-23,2017-12-18
KHC,2017-10-23,2017-12-18
INCY,2017-10-23,2017-12-18
COST,2017-10-23,2017-12-18
ADSK,2017-10-23,2017-12-18
FISV,2017-10-23,2017-12-18
WBA,2017-10-23,2017-12-18
AMZN,2017-10-23,2017-12-18
LILAK,2017-10-23,2017-12-18
PYPL,2017-10-23,2017-12-18
AMAT,2017-10-23,2017-12-18
EXPE,2017-10-23,2017-12-18
NVDA,2017-10-23,2017-12-18
STX,2017-10-23,2017-12-18
ORLY,2017-10-23,2017-12-18
TMUS,2017-10-23,2017-12-18
VOD,2017-10-23,2017-12-18
CMCSA,2017-10-23,2017-12-18
PCAR,2017-10-23,2017-12-18
ADBE,2017-10-23,2017-12-18
XLNX,2017-10-23,2017-12-18
SHPG,2017-10-23,2017-12-18
MU,2017-10-23,2017-12-18
TCOM,2017-10-23,2017-12-18
INTU,2017-10-23,2017-12-18
SIRI,2017-10-23,2017-12-18
ALGN,2017-10-23,2017-12-18
GOOG,2017-10-23,2017-12-18
DLTR,2017-10-23,2017-12-18
LBTYA,2017-10-23,2017-12-18
NCLH,2017-10-23,2017-12-18
CTSH,2017-10-23,2017-12-18
SBUX,2017-10-23,2017-12-18
FOXA,2017-10-23,2017-12-18
CTXS,2017-10-23,2017-12-18
EFII,2017-10-23,2017-12-18
LVNTA,2017-06-19,2017-10-23
CSX,2017-06-19,2017-10-23
RHT,2017-06-19,2017-10-23
VRSK,2017-06-19,2017-10-23
MAR,2017-06-19,2017-10-23
JBHT,2017-06-19,2017-10-23
ISRG,2017-06-19,2017-10-23
ULTA,2017-06-19,2017-10-23
DISCA,2017-06-19,2017-10-23
FAST,2017-06-19,2017-10-23
NLOK,2017-06-19,2017-10-23
REGN,2017-06-19,2017-10-23
AMGN,2017-06-19,2017-10-23
AKAM,2017-06-19,2017-10-23
CA,2017-06-19,2017-10-23
GEHC,2017-06-19,2017-10-23
ADP,2017-06-19,2017-10-23
CSCO,2017-06-19,2017-10-23
DISH,2017-06-19,2017-10-23
ADI,2017-06-19,2017-10-23
ILMN,2017-06-19,2017-10-23
BIDU,2017-06-19,2017-10-23
ATVI,2017-06-19,2017-10-23
ROST,2017-06-19,2017-10-23
META,2017-06-19,2017-10-23
BIIB,2017-06-19,2017-10-23
IDXX,2017-06-19,2017-10-23
MXIM,2017-06-19,2017-10-23
MELI,2017-06-19,2017-10-23
INTC,2017-06-19,2017-10-23
HAS,2017-06-19,2017-10-23
NFLX,2017-06-19,2017-10-23
JD,2017-06-19,2017-10-23
GOOGL,2017-06-19,2017-10-23
VRTX,2017-06-19,2017-10-23
CHKP,2017-06-19,2017-10-23
MDLZ,2017-06-19,2017-10-23
KLAC,2017-06-19,2017-10-23
HOLX,2017-06-19,2017-10-23
MCHP,2017-06-19,2017-10-23
WBD,2017-06-19,2017-10-23
LILA,2017-06-19,2017-10-23
SWKS,2017-06-19,2017-10-23
LBTYK,2017-06-19,2017-10-23
AAL,2017-06-19,2017-10-23
TFCFA,2017-06-19,2017-10-23
TFCF,2017-06-19,2017-10-23
ESRX,2017-06-19,2017-10-23
BKNG,2017-06-19,2017-10-23
MSFT,2017-06-19,2017-10-23
WYNN,2017-06-19,2017-10-23
CTAS,2017-06-19,2017-10-23
XRAY,2017-06-19,2017-10-23
LRCX,2017-06-19,2017-10-23
AAPL,2017-06-19,2017-10-23
MYL,2017-06-19,2017-10-23
AVGO,2017-06-19,2017-10-23
NTES,2017-06-19,2017-10-23
BMRN,2017-06-19,2017-10-23
QRTEA,2017-06-19,2017-10-23
HSIC,2017-06-19,2017-10-23
VIAB,2017-06-19,2017-10-23
TSCO,2017-06-19,2017-10-23
MNST,2017-06-19,2017-10-23
PAYX,2017-06-19,2017-10-23
CELG,2017-06-19,2017-10-23
DISCK,2017-06-19,2017-10-23
TXN,2017-06-19,2017-10-23
CHTR,2017-06-19,2017-10-23
EA,2017-06-19,2017-10-23
GILD,2017-06-19,2017-10-23
TSLA,2017-06-19,2017-10-23
CERN,2017-06-19,2017-10-23
MAT,2017-06-19,2017-10-23
QCOM,2017-06-19,2017-10-23
EBAY,2017-06-19,2017-10-23
ALXN,2017-06-19,2017-10-23
KDP,2017-06-19,2017-10-23
KHC,2017-06-19,2017-10-23
INCY,2017-06-19,2017-10-23
COST,2017-06-19,2017-10-23
ADSK,2017-06-19,2017-10-23
FISV,2017-06-19,2017-10-23
WBA,2017-06-19,2017-10-23
AMZN,2017-06-19,2017-10-23
LILAK,2017-06-19,2017-10-23
PYPL,2017-06-19,2017-10-23
AMAT,2017-06-19,2017-10-23
EXPE,2017-06-19,2017-10-23
NVDA,2017-06-19,2017-10-23
STX,2017-06-19,2017-10-23
ORLY,2017-06-19,2017-10-23
TMUS,2017-06-19,2017-10-23
VOD,2017-06-19,2017-10-23
CMCSA,2017-06-19,2017-10-23
PCAR,2017-06-19,2017-10-23
ADBE,2017-06-19,2017-10-23
XLNX,2017-06-19,2017-10-23
SHPG,2017-06-19,2017-10-23
MU,2017-06-19,2017-10-23
TCOM,2017-06-19,2017-10-23
INTU,2017-06-19,2017-10-23
SIRI,2017-06-19,2017-10-23
GOOG,2017-06-19,2017-10-23
DLTR,2017-06-19,2017-10-23
LBTYA,2017-06-19,2017-10-23
NCLH,2017-06-19,2017-10-23
CTSH,2017-06-19,2017-10-23
SBUX,2017-06-19,2017-10-23
FOXA,2017-06-19,2017-10-23
CTXS,2017-06-19,2017-10-23
EFII,2017-06-19,2017-10-23
LVNTA,2017-04-24,2017-06-19
CSX,2017-04-24,2017-06-19
RHT,2017-04-24,2017-06-19
VRSK,2017-04-24,2017-06-19
MAR,2017-04-24,2017-06-19
JBHT,2017-04-24,2017-06-19
ISRG,2017-04-24,2017-06-19
ULTA,2017-04-24,2017-06-19
DISCA,2017-04-24,2017-06-19
FAST,2017-04-24,2017-06-19
NLOK,2017-04-24,2017-06-19
REGN,2017-04-24,2017-06-19
AMGN,2017-04-24,2017-06-19
AKAM,2017-04-24,2017-06-19
CA,2017-04-24,2017-06-19
GEHC,2017-04-24,2017-06-19
ADP,2017-04-24,2017-06-19
CSCO,2017-04-24,2017-06-19
DISH,2017-04-24,2017-06-19
ADI,2017-04-24,2017-06-19
ILMN,2017-04-24,2017-06-19
BIDU,2017-04-24,2017-06-19
ATVI,2017-04-24,2017-06-19
ROST,2017-04-24,2017-06-19
META,2017-04-24,2017-06-19
BIIB,2017-04-24,2017-06-19
IDXX,2017-04-24,2017-06-19
MXIM,2017-04-24,2017-06-19
AABA,2017-04-24,2017-06-19
INTC,2017-04-24,2017-06-19
HAS,2017-04-24,2017-06-19
NFLX,2017-04-24,2017-06-19
JD,2017-04-24,2017-06-19
GOOGL,2017-04-24,2017-06-19
VRTX,2017-04-24,2017-06-19
CHKP,2017-04-24,2017-06-19
MDLZ,2017-04-24,2017-06-19
KLAC,2017-04-24,2017-06-19
HOLX,2017-04-24,2017-06-19
MCHP,2017-04-24,2017-06-19
WBD,2017-04-24,2017-06-19
LILA,2017-04-24,2017-06-19
SWKS,2017-04-24,2017-06-19
LBTYK,2017-04-24,2017-06-19
AAL,2017-04-24,2017-06-19
TFCFA,2017-04-24,2017-06-19
TFCF,2017-04-24,2017-06-19
ESRX,2017-04-24,2017-06-19
BKNG,2017-04-24,2017-06-19
MSFT,2017-04-24,2017-06-19
WYNN,2017-04-24,2017-06-19
CTAS,2017-04-24,2017-06-19
XRAY,2017-04-24,2017-06-19
LRCX,2017-04-24,2017-06-19
AAPL,2017-04-24,2017-06-19
MYL,2017-04-24,2017-06-19
AVGO,2017-04-24,2017-06-19
NTES,2017-04-24,2017-06-19
BMRN,2017-04-24,2017-06-19
QRTEA,2017-04-24,2017-06-19
HSIC,2017-04-24,2017-06-19
VIAB,2017-04-24,2017-06-19
TSCO,2017-04-24,2017-06-19
MNST,2017-04-24,2017-06-19
PAYX,2017-04-24,2017-06-19
CELG,2017-04-24,2017-06-19
DISCK,2017-04-24,2017-06-19
TXN,2017-04-24,2017-06-19
CHTR,2017-04-24,2017-06-19
EA,2017-04-24,2017-06-19
GILD,2017-04-24,2017-06-19
TSLA,2017-04-24,2017-06-19
CERN,2017-04-24,2017-06-19
MAT,2017-04-24,2017-06-19
QCOM,2017-04-24,2017-06-19
EBAY,2017-04-24,2017-06-19
ALXN,2017-04-24,2017-06-19
KDP,2017-04-24,2017-06-19
KHC,2017-04-24,2017-06-19
INCY,2017-04-24,2017-06-19
COST,2017-04-24,2017-06-19
ADSK,2017-04-24,2017-06-19
FISV,2017-04-24,2017-06-19
WBA,2017-04-24,2017-06-19
AMZN,2017-04-24,2017-06-19
LILAK,2017-04-24,2017-06-19
PYPL,2017-04-24,2017-06-19
AMAT,2017-04-24,2017-06-19
EXPE,2017-04-24,2017-06-19
NVDA,2017-04-24,2017-06-19
STX,2017-04-24,2017-06-19
ORLY,2017-04-24,2017-06-19
TMUS,2017-04-24,2017-06-19
VOD,2017-04-24,2017-06-19
CMCSA,2017-04-24,2017-06-19
PCAR,2017-04-24,2017-06-19
ADBE,2017-04-24,2017-06-19
XLNX,2017-04-24,2017-06-19
SHPG,2017-04-24,2017-06-19
MU,2017-04-24,2017-06-19
TCOM,2017-04-24,2017-06-19
INTU,2017-04-24,2017-06-19
SIRI,2017-04-24,2017-06-19
LBTYA,2017-04-24,2017-06-19
GOOG,2017-04-24,2017-06-19
DLTR,2017-04-24,2017-06-19
NCLH,2017-04-24,2017-06-19
CTSH,2017-04-24,2017-06-19
SBUX,2017-04-24,2017-06-19
FOXA,2017-04-24,2017-06-19
CTXS,2017-04-24,2017-06-19
EFII,2017-04-24,2017-06-19
LVNTA,2017-03-20,2017-04-24
CSX,2017-03-20,2017-04-24
RHT,2017-03-20,2017-04-24
VRSK,2017-03-20,2017-04-24
MAR,2017-03-20,2017-04-24
JBHT,2017-03-20,2017-04-24
ISRG,2017-03-20,2017-04-24
ULTA,2017-03-20,2017-04-24
DISCA,2017-03-20,2017-04-24
FAST,2017-03-20,2017-04-24
NLOK,2017-03-20,2017-04-24
REGN,2017-03-20,2017-04-24
AMGN,2017-03-20,2017-04-24
AKAM,2017-03-20,2017-04-24
CA,2017-03-20,2017-04-24
GEHC,2017-03-20,2017-04-24
ADP,2017-03-20,2017-04-24
CSCO,2017-03-20,2017-04-24
DISH,2017-03-20,2017-04-24
ADI,2017-03-20,2017-04-24
ILMN,2017-03-20,2017-04-24
BIDU,2017-03-20,2017-04-24
ATVI,2017-03-20,2017-04-24
ROST,2017-03-20,2017-04-24
