AMLN,Date
10.779999732971191,2001-04-30
11.0,2001-05-01
10.829999923706055,2001-05-02
10.350000381469727,2001-05-03
10.75,2001-05-04
10.75,2001-05-07
10.550999641418457,2001-05-08
10.449000358581543,2001-05-09
10.25,2001-05-10
10.211000442504883,2001-05-11
10.649999618530273,2001-05-14
10.550999641418457,2001-05-15
10.220999717712402,2001-05-16
10.170000076293945,2001-05-17
10.079999923706055,2001-05-18
9.550000190734863,2001-05-21
9.529999732971191,2001-05-22
9.59000015258789,2001-05-23
11.029999732971191,2001-05-24
10.850000381469727,2001-05-25
11.538999557495117,2001-05-29
11.5,2001-05-30
11.279999732971191,2001-05-31
11.319999694824219,2001-06-01
11.979999542236328,2001-06-04
13.680000305175781,2001-06-05
13.210000038146973,2001-06-06
14.0,2001-06-07
14.420000076293945,2001-06-08
14.100000381469727,2001-06-11
13.930000305175781,2001-06-12
14.0,2001-06-13
13.649999618530273,2001-06-14
12.600000381469727,2001-06-15
11.6899995803833,2001-06-18
12.100000381469727,2001-06-19
12.890000343322754,2001-06-20
14.720000267028809,2001-06-21
14.119999885559082,2001-06-22
12.880000114440918,2001-06-25
12.869000434875488,2001-06-26
11.279999732971191,2001-06-27
12.079999923706055,2001-06-28
11.25,2001-06-29
11.109000205993652,2001-07-02
10.65999984741211,2001-07-03
10.699999809265137,2001-07-05
10.300000190734863,2001-07-06
10.100000381469727,2001-07-09
9.869999885559082,2001-07-10
9.90999984741211,2001-07-11
10.119999885559082,2001-07-12
9.479999542236328,2001-07-13
9.319999694824219,2001-07-16
9.300999641418457,2001-07-17
9.289999961853027,2001-07-18
9.140000343322754,2001-07-19
9.199000358581543,2001-07-20
8.699999809265137,2001-07-23
8.699000358581543,2001-07-24
7.949999809265137,2001-07-25
7.949999809265137,2001-07-26
7.989999771118164,2001-07-27
7.730000019073486,2001-07-30
7.510000228881836,2001-07-31
8.149999618530273,2001-08-01
7.5,2001-08-02
7.940000057220459,2001-08-03
7.849999904632568,2001-08-06
7.769999980926514,2001-08-07
7.7789998054504395,2001-08-08
7.551000118255615,2001-08-09
7.599999904632568,2001-08-10
7.639999866485596,2001-08-13
7.489999771118164,2001-08-14
7.369999885559082,2001-08-15
7.400000095367432,2001-08-16
7.079999923706055,2001-08-17
6.889999866485596,2001-08-20
7.300000190734863,2001-08-21
7.5,2001-08-22
7.050000190734863,2001-08-23
7.25,2001-08-24
7.301000118255615,2001-08-27
7.039000034332275,2001-08-28
7.239999771118164,2001-08-29
7.25,2001-08-30
7.409999847412109,2001-08-31
7.099999904632568,2001-09-04
7.340000152587891,2001-09-05
7.239999771118164,2001-09-06
7.239999771118164,2001-09-07
7.449999809265137,2001-09-10
7.059999942779541,2001-09-17
7.429999828338623,2001-09-18
5.900000095367432,2001-09-19
5.670000076293945,2001-09-20
5.590000152587891,2001-09-21
5.369999885559082,2001-09-24
5.448999881744385,2001-09-25
5.390999794006348,2001-09-26
5.301000118255615,2001-09-27
6.150000095367432,2001-09-28
5.760000228881836,2001-10-01
5.909999847412109,2001-10-02
6.170000076293945,2001-10-03
6.289000034332275,2001-10-04
6.051000118255615,2001-10-05
5.920000076293945,2001-10-08
5.730000019073486,2001-10-09
6.989999771118164,2001-10-10
7.320000171661377,2001-10-11
8.59000015258789,2001-10-12
8.199999809265137,2001-10-15
8.989999771118164,2001-10-16
8.510000228881836,2001-10-17
8.649999618530273,2001-10-18
8.600000381469727,2001-10-19
8.890000343322754,2001-10-22
8.90999984741211,2001-10-23
9.09000015258789,2001-10-24
9.0,2001-10-25
8.9399995803833,2001-10-26
8.649999618530273,2001-10-29
8.199999809265137,2001-10-30
8.109999656677246,2001-10-31
8.199999809265137,2001-11-01
7.849999904632568,2001-11-02
8.0,2001-11-05
8.100000381469727,2001-11-06
8.199999809265137,2001-11-07
8.119999885559082,2001-11-08
7.869999885559082,2001-11-09
7.619999885559082,2001-11-12
7.989999771118164,2001-11-13
8.399999618530273,2001-11-14
8.670000076293945,2001-11-15
8.770000457763672,2001-11-16
9.100000381469727,2001-11-19
8.829999923706055,2001-11-20
9.09000015258789,2001-11-21
9.699999809265137,2001-11-23
9.739999771118164,2001-11-26
10.0,2001-11-27
9.579999923706055,2001-11-28
9.901000022888184,2001-11-29
9.010000228881836,2001-11-30
8.899999618530273,2001-12-03
8.84000015258789,2001-12-04
8.819999694824219,2001-12-05
8.970000267028809,2001-12-06
9.119999885559082,2001-12-07
8.72599983215332,2001-12-10
8.829999923706055,2001-12-11
9.039999961853027,2001-12-12
8.890000343322754,2001-12-13
8.84000015258789,2001-12-14
9.399999618530273,2001-12-17
9.3100004196167,2001-12-18
9.348999977111816,2001-12-19
9.350000381469727,2001-12-20
9.710000038146973,2001-12-21
10.050000190734863,2001-12-24
9.800000190734863,2001-12-26
8.8100004196167,2001-12-27
9.0600004196167,2001-12-28
9.140000343322754,2001-12-31
9.0,2002-01-02
9.350000381469727,2002-01-03
9.079999923706055,2002-01-04
8.800000190734863,2002-01-07
8.90999984741211,2002-01-08
8.260000228881836,2002-01-09
8.649999618530273,2002-01-10
8.100000381469727,2002-01-11
8.170000076293945,2002-01-14
8.420000076293945,2002-01-15
8.399999618530273,2002-01-16
8.5,2002-01-17
8.050000190734863,2002-01-18
7.900000095367432,2002-01-22
8.350000381469727,2002-01-23
8.359999656677246,2002-01-24
8.5,2002-01-25
8.729999542236328,2002-01-28
8.380000114440918,2002-01-29
8.670000076293945,2002-01-30
8.34000015258789,2002-01-31
8.5,2002-02-01
8.399999618530273,2002-02-04
8.510000228881836,2002-02-05
7.699999809265137,2002-02-06
7.489999771118164,2002-02-07
7.650000095367432,2002-02-08
8.180000305175781,2002-02-11
8.5,2002-02-12
8.65999984741211,2002-02-13
8.40999984741211,2002-02-14
8.260000228881836,2002-02-15
8.050000190734863,2002-02-19
8.59000015258789,2002-02-20
8.25,2002-02-21
8.9399995803833,2002-02-22
8.8100004196167,2002-02-25
8.649999618530273,2002-02-26
8.640000343322754,2002-02-27
8.890000343322754,2002-02-28
9.210000038146973,2002-03-01
9.279999732971191,2002-03-04
10.029999732971191,2002-03-05
10.6899995803833,2002-03-06
10.460000038146973,2002-03-07
10.25,2002-03-08
10.460000038146973,2002-03-11
10.239999771118164,2002-03-12
10.470000267028809,2002-03-13
10.739999771118164,2002-03-14
10.75,2002-03-15
10.779999732971191,2002-03-18
10.739999771118164,2002-03-19
10.5,2002-03-20
10.100000381469727,2002-03-21
10.5,2002-03-22
10.329999923706055,2002-03-25
9.899999618530273,2002-03-26
10.149999618530273,2002-03-27
10.010000228881836,2002-03-28
10.25,2002-04-01
10.0600004196167,2002-04-02
9.949999809265137,2002-04-03
10.020000457763672,2002-04-04
10.0,2002-04-05
10.180000305175781,2002-04-08
10.010000228881836,2002-04-09
10.050000190734863,2002-04-10
9.899999618530273,2002-04-11
10.029999732971191,2002-04-12
10.899999618530273,2002-04-15
11.0,2002-04-16
10.649999618530273,2002-04-17
10.899999618530273,2002-04-18
10.710000038146973,2002-04-19
10.75,2002-04-22
10.9399995803833,2002-04-23
10.430000305175781,2002-04-24
10.550000190734863,2002-04-25
9.979999542236328,2002-04-26
9.5,2002-04-29
9.489999771118164,2002-04-30
9.600000381469727,2002-05-01
9.760000228881836,2002-05-02
9.25,2002-05-03
8.869999885559082,2002-05-06
8.15999984741211,2002-05-07
8.460000038146973,2002-05-08
8.760000228881836,2002-05-09
8.770000457763672,2002-05-10
8.680000305175781,2002-05-13
9.399999618530273,2002-05-14
9.15999984741211,2002-05-15
9.220000267028809,2002-05-16
9.350000381469727,2002-05-17
9.449999809265137,2002-05-20
9.380000114440918,2002-05-21
9.470000267028809,2002-05-22
9.680000305175781,2002-05-23
9.050000190734863,2002-05-24
9.0,2002-05-28
9.109999656677246,2002-05-29
9.609999656677246,2002-05-30
9.0,2002-05-31
8.600000381469727,2002-06-03
8.850000381469727,2002-06-04
8.979999542236328,2002-06-05
8.149999618530273,2002-06-06
8.930000305175781,2002-06-07
8.5,2002-06-10
8.270000457763672,2002-06-11
8.5,2002-06-12
8.5,2002-06-13
8.739999771118164,2002-06-14
9.270000457763672,2002-06-17
9.8100004196167,2002-06-18
9.869999885559082,2002-06-19
9.670000076293945,2002-06-20
10.01099967956543,2002-06-21
10.229999542236328,2002-06-24
10.25,2002-06-25
10.25,2002-06-26
10.430999755859375,2002-06-27
10.9399995803833,2002-06-28
9.600000381469727,2002-07-01
9.949999809265137,2002-07-02
10.109999656677246,2002-07-03
10.239999771118164,2002-07-05
10.25,2002-07-08
10.199999809265137,2002-07-09
10.140000343322754,2002-07-10
10.0,2002-07-11
10.0,2002-07-12
10.1899995803833,2002-07-15
10.4399995803833,2002-07-16
10.880000114440918,2002-07-17
10.829999923706055,2002-07-18
10.5,2002-07-19
10.140000343322754,2002-07-22
9.3100004196167,2002-07-23
9.850000381469727,2002-07-24
10.630000114440918,2002-07-25
10.300000190734863,2002-07-26
10.449999809265137,2002-07-29
10.989999771118164,2002-07-30
10.869999885559082,2002-07-31
12.010000228881836,2002-08-01
11.949999809265137,2002-08-02
11.109999656677246,2002-08-05
12.050000190734863,2002-08-06
12.470000267028809,2002-08-07
13.170999526977539,2002-08-08
13.0,2002-08-09
12.859999656677246,2002-08-12
12.5,2002-08-13
13.0,2002-08-14
13.239999771118164,2002-08-15
12.65999984741211,2002-08-16
13.050000190734863,2002-08-19
12.529999732971191,2002-08-20
13.291000366210938,2002-08-21
13.470000267028809,2002-08-22
12.319999694824219,2002-08-23
12.800000190734863,2002-08-26
12.989999771118164,2002-08-27
12.510000228881836,2002-08-28
12.75,2002-08-29
12.064000129699707,2002-08-30
11.100000381469727,2002-09-03
12.100000381469727,2002-09-04
11.8100004196167,2002-09-05
12.329999923706055,2002-09-06
12.600000381469727,2002-09-09
12.520000457763672,2002-09-10
12.449999809265137,2002-09-11
12.529999732971191,2002-09-12
12.979999542236328,2002-09-13
12.760000228881836,2002-09-16
12.850000381469727,2002-09-17
12.859999656677246,2002-09-18
12.979999542236328,2002-09-19
13.899999618530273,2002-09-20
13.640000343322754,2002-09-23
14.529999732971191,2002-09-24
15.0,2002-09-25
15.229000091552734,2002-09-26
15.857000350952148,2002-09-27
16.6200008392334,2002-09-30
16.639999389648438,2002-10-01
16.209999084472656,2002-10-02
16.44099998474121,2002-10-03
15.800000190734863,2002-10-04
14.949999809265137,2002-10-07
15.708999633789062,2002-10-08
15.420000076293945,2002-10-09
16.219999313354492,2002-10-10
16.940000534057617,2002-10-11
17.599000930786133,2002-10-14
18.0,2002-10-15
17.639999389648438,2002-10-16
17.479999542236328,2002-10-17
17.6299991607666,2002-10-18
17.5,2002-10-21
17.68000030517578,2002-10-22
16.76099967956543,2002-10-23
16.760000228881836,2002-10-24
17.68000030517578,2002-10-25
16.969999313354492,2002-10-28
16.75,2002-10-29
17.559999465942383,2002-10-30
17.3799991607666,2002-10-31
17.690000534057617,2002-11-01
18.3799991607666,2002-11-04
18.799999237060547,2002-11-05
18.75,2002-11-06
18.0,2002-11-07
18.200000762939453,2002-11-08
17.479999542236328,2002-11-11
17.56999969482422,2002-11-12
17.399999618530273,2002-11-13
17.690000534057617,2002-11-14
17.631000518798828,2002-11-15
17.0,2002-11-18
16.59000015258789,2002-11-19
17.290000915527344,2002-11-20
17.600000381469727,2002-11-21
17.020000457763672,2002-11-22
17.0,2002-11-25
16.84000015258789,2002-11-26
17.299999237060547,2002-11-27
17.25,2002-11-29
16.989999771118164,2002-12-02
17.198999404907227,2002-12-03
17.309999465942383,2002-12-04
17.6200008392334,2002-12-05
18.038999557495117,2002-12-06
17.649999618530273,2002-12-09
18.149999618530273,2002-12-10
17.969999313354492,2002-12-11
18.049999237060547,2002-12-12
17.850000381469727,2002-12-13
17.549999237060547,2002-12-16
17.39900016784668,2002-12-17
17.14900016784668,2002-12-18
17.5,2002-12-19
17.06999969482422,2002-12-20
17.549999237060547,2002-12-23
17.40999984741211,2002-12-24
17.219999313354492,2002-12-26
16.530000686645508,2002-12-27
16.309999465942383,2002-12-30
16.139999389648438,2002-12-31
16.649999618530273,2003-01-02
16.5,2003-01-03
16.799999237060547,2003-01-06
16.780000686645508,2003-01-07
16.68000030517578,2003-01-08
16.940000534057617,2003-01-09
16.670000076293945,2003-01-10
16.239999771118164,2003-01-13
16.770000457763672,2003-01-14
16.079999923706055,2003-01-15
17.09000015258789,2003-01-16
17.56999969482422,2003-01-17
17.600000381469727,2003-01-21
17.510000228881836,2003-01-22
17.649999618530273,2003-01-23
17.229999542236328,2003-01-24
16.799999237060547,2003-01-27
17.489999771118164,2003-01-28
17.208999633789062,2003-01-29
16.700000762939453,2003-01-30
17.139999389648438,2003-01-31
16.600000381469727,2003-02-03
16.239999771118164,2003-02-04
16.309999465942383,2003-02-05
16.260000228881836,2003-02-06
16.399999618530273,2003-02-07
16.329999923706055,2003-02-10
16.3799991607666,2003-02-11
16.280000686645508,2003-02-12
16.1299991607666,2003-02-13
16.190000534057617,2003-02-14
16.3700008392334,2003-02-18
16.520000457763672,2003-02-19
16.139999389648438,2003-02-20
15.989999771118164,2003-02-21
15.079999923706055,2003-02-24
14.989999771118164,2003-02-25
15.600000381469727,2003-02-26
15.390000343322754,2003-02-27
15.34000015258789,2003-02-28
14.819999694824219,2003-03-03
14.300000190734863,2003-03-04
14.850000381469727,2003-03-05
14.5,2003-03-06
14.649999618530273,2003-03-07
14.399999618530273,2003-03-10
14.25,2003-03-11
14.09000015258789,2003-03-12
14.479999542236328,2003-03-13
14.050000190734863,2003-03-14
14.390000343322754,2003-03-17
14.649999618530273,2003-03-18
14.75,2003-03-19
14.220000267028809,2003-03-20
14.729999542236328,2003-03-21
14.5,2003-03-24
15.739999771118164,2003-03-25
16.200000762939453,2003-03-26
16.360000610351562,2003-03-27
16.290000915527344,2003-03-28
16.200000762939453,2003-03-31
15.850000381469727,2003-04-01
16.06999969482422,2003-04-02
15.949999809265137,2003-04-03
15.800000190734863,2003-04-04
15.819999694824219,2003-04-07
15.899999618530273,2003-04-08
15.569999694824219,2003-04-09
15.930000305175781,2003-04-10
15.869999885559082,2003-04-11
16.100000381469727,2003-04-14
16.209999084472656,2003-04-15
16.010000228881836,2003-04-16
16.100000381469727,2003-04-17
16.10099983215332,2003-04-21
16.90999984741211,2003-04-22
17.0,2003-04-23
17.940000534057617,2003-04-24
17.860000610351562,2003-04-25
18.459999084472656,2003-04-28
18.631000518798828,2003-04-29
19.100000381469727,2003-04-30
19.579999923706055,2003-05-01
19.600000381469727,2003-05-02
19.780000686645508,2003-05-05
19.650999069213867,2003-05-06
18.489999771118164,2003-05-07
18.100000381469727,2003-05-08
18.510000228881836,2003-05-09
18.850000381469727,2003-05-12
19.100000381469727,2003-05-13
19.239999771118164,2003-05-14
19.479999542236328,2003-05-15
19.020000457763672,2003-05-16
18.889999389648438,2003-05-19
18.3700008392334,2003-05-20
18.16900062561035,2003-05-21
18.479999542236328,2003-05-22
18.440000534057617,2003-05-23
19.790000915527344,2003-05-27
19.6200008392334,2003-05-28
19.3799991607666,2003-05-29
19.84000015258789,2003-05-30
20.040000915527344,2003-06-02
20.200000762939453,2003-06-03
20.989999771118164,2003-06-04
23.84000015258789,2003-06-05
23.0,2003-06-06
22.65999984741211,2003-06-09
22.8700008392334,2003-06-10
24.260000228881836,2003-06-11
25.649999618530273,2003-06-12
25.450000762939453,2003-06-13
25.700000762939453,2003-06-16
24.469999313354492,2003-06-17
22.530000686645508,2003-06-18
20.530000686645508,2003-06-19
21.799999237060547,2003-06-20
21.059999465942383,2003-06-23
20.950000762939453,2003-06-24
21.530000686645508,2003-06-25
22.969999313354492,2003-06-26
22.309999465942383,2003-06-27
22.0,2003-06-30
22.170000076293945,2003-07-01
22.0,2003-07-02
22.020000457763672,2003-07-03
22.309999465942383,2003-07-07
22.989999771118164,2003-07-08
23.18000030517578,2003-07-09
23.299999237060547,2003-07-10
23.0,2003-07-11
23.579999923706055,2003-07-14
23.93000030517578,2003-07-15
23.3700008392334,2003-07-16
23.059999465942383,2003-07-17
22.889999389648438,2003-07-18
23.260000228881836,2003-07-21
23.350000381469727,2003-07-22
23.280000686645508,2003-07-23
23.110000610351562,2003-07-24
22.969999313354492,2003-07-25
23.34000015258789,2003-07-28
23.780000686645508,2003-07-29
23.540000915527344,2003-07-30
23.969999313354492,2003-07-31
23.479999542236328,2003-08-01
22.8700008392334,2003-08-04
21.799999237060547,2003-08-05
21.25,2003-08-06
22.709999084472656,2003-08-07
22.290000915527344,2003-08-08
23.329999923706055,2003-08-11
23.809999465942383,2003-08-12
23.899999618530273,2003-08-13
23.799999237060547,2003-08-14
23.860000610351562,2003-08-15
24.329999923706055,2003-08-18
24.399999618530273,2003-08-19
25.350000381469727,2003-08-20
26.170000076293945,2003-08-21
26.100000381469727,2003-08-22
25.600000381469727,2003-08-25
26.309999465942383,2003-08-26
27.100000381469727,2003-08-27
27.770000457763672,2003-08-28
28.549999237060547,2003-08-29
28.719999313354492,2003-09-02
28.610000610351562,2003-09-03
28.6299991607666,2003-09-04
29.040000915527344,2003-09-05
29.770000457763672,2003-09-08
30.219999313354492,2003-09-09
29.309999465942383,2003-09-10
29.030000686645508,2003-09-11
28.600000381469727,2003-09-12
28.889999389648438,2003-09-15
30.100000381469727,2003-09-16
30.170000076293945,2003-09-17
29.790000915527344,2003-09-18
29.729999542236328,2003-09-19
29.489999771118164,2003-09-22
28.979999542236328,2003-09-23
27.31999969482422,2003-09-24
27.5,2003-09-25
27.149999618530273,2003-09-26
27.940000534057617,2003-09-29
28.280000686645508,2003-09-30
28.170000076293945,2003-10-01
29.219999313354492,2003-10-02
29.979999542236328,2003-10-03
30.020000457763672,2003-10-06
30.020000457763672,2003-10-07
29.40999984741211,2003-10-08
29.950000762939453,2003-10-09
29.059999465942383,2003-10-10
29.059999465942383,2003-10-13
28.520000457763672,2003-10-14
28.3799991607666,2003-10-15
28.399999618530273,2003-10-16
27.0,2003-10-17
26.329999923706055,2003-10-20
27.6200008392334,2003-10-21
26.868999481201172,2003-10-22
27.190000534057617,2003-10-23
27.280000686645508,2003-10-24
26.450000762939453,2003-10-27
26.579999923706055,2003-10-28
26.610000610351562,2003-10-29
27.049999237060547,2003-10-30
27.329999923706055,2003-10-31
26.90999984741211,2003-11-03
27.5,2003-11-04
27.4689998626709,2003-11-05
27.570999145507812,2003-11-06
27.940000534057617,2003-11-07
25.959999084472656,2003-11-10
25.25,2003-11-11
26.0,2003-11-12
27.059999465942383,2003-11-13
25.75,2003-11-14
25.440000534057617,2003-11-17
24.969999313354492,2003-11-18
24.899999618530273,2003-11-19
24.64699935913086,2003-11-20
23.920000076293945,2003-11-21
25.100000381469727,2003-11-24
26.219999313354492,2003-11-25
25.440000534057617,2003-11-26
26.139999389648438,2003-11-28
26.84000015258789,2003-12-01
26.549999237060547,2003-12-02
25.889999389648438,2003-12-03
25.34000015258789,2003-12-04
25.0,2003-12-05
24.860000610351562,2003-12-08
24.559999465942383,2003-12-09
23.979999542236328,2003-12-10
25.049999237060547,2003-12-11
23.8799991607666,2003-12-12
23.350000381469727,2003-12-15
23.6299991607666,2003-12-16
23.43000030517578,2003-12-17
21.8799991607666,2003-12-18
22.389999389648438,2003-12-19
21.759000778198242,2003-12-22
22.3799991607666,2003-12-23
22.1299991607666,2003-12-24
22.0,2003-12-26
21.959999084472656,2003-12-29
22.510000228881836,2003-12-30
22.219999313354492,2003-12-31
22.360000610351562,2004-01-02
21.200000762939453,2004-01-05
21.53700065612793,2004-01-06
21.729999542236328,2004-01-07
22.030000686645508,2004-01-08
21.989999771118164,2004-01-09
21.93000030517578,2004-01-12
21.420000076293945,2004-01-13
21.5,2004-01-14
21.329999923706055,2004-01-15
21.799999237060547,2004-01-16
21.8700008392334,2004-01-20
21.309999465942383,2004-01-21
21.149999618530273,2004-01-22
21.31999969482422,2004-01-23
21.729999542236328,2004-01-26
21.190000534057617,2004-01-27
20.360000610351562,2004-01-28
19.690000534057617,2004-01-29
19.43000030517578,2004-01-30
19.040000915527344,2004-02-02
19.079999923706055,2004-02-03
18.549999237060547,2004-02-04
20.299999237060547,2004-02-05
20.049999237060547,2004-02-06
20.579999923706055,2004-02-09
21.489999771118164,2004-02-10
21.420000076293945,2004-02-11
21.43000030517578,2004-02-12
21.490999221801758,2004-02-13
21.56999969482422,2004-02-17
22.625,2004-02-18
23.719999313354492,2004-02-19
23.100000381469727,2004-02-20
22.920000076293945,2004-02-23
21.93000030517578,2004-02-24
22.829999923706055,2004-02-25
23.610000610351562,2004-02-26
22.90999984741211,2004-02-27
23.6299991607666,2004-03-01
24.219999313354492,2004-03-02
24.299999237060547,2004-03-03
24.639999389648438,2004-03-04
25.3799991607666,2004-03-05
24.6200008392334,2004-03-08
24.010000228881836,2004-03-09
24.09000015258789,2004-03-10
23.610000610351562,2004-03-11
23.979999542236328,2004-03-12
23.09000015258789,2004-03-15
22.899999618530273,2004-03-16
23.84000015258789,2004-03-17
23.969999313354492,2004-03-18
23.649999618530273,2004-03-19
22.790000915527344,2004-03-22
22.40999984741211,2004-03-23
22.049999237060547,2004-03-24
22.829999923706055,2004-03-25
23.030000686645508,2004-03-26
23.530000686645508,2004-03-29
24.059999465942383,2004-03-30
23.690000534057617,2004-03-31
23.450000762939453,2004-04-01
22.920000076293945,2004-04-02
23.5,2004-04-05
23.149999618530273,2004-04-06
23.389999389648438,2004-04-07
22.899999618530273,2004-04-08
22.989999771118164,2004-04-12
22.3700008392334,2004-04-13
22.270000457763672,2004-04-14
22.25,2004-04-15
22.549999237060547,2004-04-16
23.479999542236328,2004-04-19
23.59000015258789,2004-04-20
24.68000030517578,2004-04-21
25.15999984741211,2004-04-22
25.299999237060547,2004-04-23
25.489999771118164,2004-04-26
25.860000610351562,2004-04-27
24.799999237060547,2004-04-28
23.84000015258789,2004-04-29
22.389999389648438,2004-04-30
22.600000381469727,2004-05-03
21.989999771118164,2004-05-04
22.889999389648438,2004-05-05
22.389999389648438,2004-05-06
21.600000381469727,2004-05-07
21.3700008392334,2004-05-10
21.459999084472656,2004-05-11
21.25,2004-05-12
21.40999984741211,2004-05-13
20.709999084472656,2004-05-14
20.760000228881836,2004-05-17
21.100000381469727,2004-05-18
20.579999923706055,2004-05-19
20.56999969482422,2004-05-20
20.719999313354492,2004-05-21
20.68000030517578,2004-05-24
21.309999465942383,2004-05-25
21.84000015258789,2004-05-26
22.350000381469727,2004-05-27
22.15999984741211,2004-05-28
22.639999389648438,2004-06-01
22.5,2004-06-02
21.780000686645508,2004-06-03
21.75,2004-06-04
23.770000457763672,2004-06-07
23.8799991607666,2004-06-08
22.829999923706055,2004-06-09
21.959999084472656,2004-06-10
22.1200008392334,2004-06-14
21.989999771118164,2004-06-15
22.559999465942383,2004-06-16
22.209999084472656,2004-06-17
22.459999084472656,2004-06-18
21.860000610351562,2004-06-21
21.790000915527344,2004-06-22
22.299999237060547,2004-06-23
22.190000534057617,2004-06-24
22.31999969482422,2004-06-25
21.8700008392334,2004-06-28
22.200000762939453,2004-06-29
22.799999237060547,2004-06-30
23.020000457763672,2004-07-01
23.049999237060547,2004-07-02
22.639999389648438,2004-07-06
22.25,2004-07-07
21.84000015258789,2004-07-08
21.780000686645508,2004-07-09
21.485000610351562,2004-07-12
21.530000686645508,2004-07-13
22.0,2004-07-14
21.459999084472656,2004-07-15
20.540000915527344,2004-07-16
19.809999465942383,2004-07-19
20.350000381469727,2004-07-20
19.31999969482422,2004-07-21
20.010000228881836,2004-07-22
20.0,2004-07-23
20.100000381469727,2004-07-26
20.229999542236328,2004-07-27
19.68000030517578,2004-07-28
19.790000915527344,2004-07-29
20.600000381469727,2004-07-30
20.309999465942383,2004-08-02
20.450000762939453,2004-08-03
19.440000534057617,2004-08-04
18.3700008392334,2004-08-05
18.09000015258789,2004-08-06
17.68000030517578,2004-08-09
18.020000457763672,2004-08-10
18.40999984741211,2004-08-11
18.3799991607666,2004-08-12
16.850000381469727,2004-08-13
17.809999465942383,2004-08-16
17.780000686645508,2004-08-17
19.040000915527344,2004-08-18
19.440000534057617,2004-08-19
19.709999084472656,2004-08-20
19.34000015258789,2004-08-23
19.1299991607666,2004-08-24
19.84000015258789,2004-08-25
19.25,2004-08-26
19.8799991607666,2004-08-27
19.229999542236328,2004-08-30
19.790000915527344,2004-08-31
20.760000228881836,2004-09-01
21.8700008392334,2004-09-02
21.579999923706055,2004-09-03
21.149999618530273,2004-09-07
20.90999984741211,2004-09-08
21.0,2004-09-09
21.299999237060547,2004-09-10
21.030000686645508,2004-09-13
20.899999618530273,2004-09-14
21.389999389648438,2004-09-15
21.0,2004-09-16
21.040000915527344,2004-09-17
20.950000762939453,2004-09-20
20.639999389648438,2004-09-21
20.299999237060547,2004-09-22
20.059999465942383,2004-09-23
20.0,2004-09-24
19.56999969482422,2004-09-27
19.989999771118164,2004-09-28
20.079999923706055,2004-09-29
20.520000457763672,2004-09-30
21.56999969482422,2004-10-01
22.209999084472656,2004-10-04
21.040000915527344,2004-10-05
21.350000381469727,2004-10-06
20.709999084472656,2004-10-07
20.420000076293945,2004-10-08
20.600000381469727,2004-10-11
20.290000915527344,2004-10-12
19.450000762939453,2004-10-13
19.059999465942383,2004-10-14
19.399999618530273,2004-10-15
19.90999984741211,2004-10-18
19.8799991607666,2004-10-19
19.84000015258789,2004-10-20
20.059999465942383,2004-10-21
19.65999984741211,2004-10-22
19.440000534057617,2004-10-25
20.100000381469727,2004-10-26
20.790000915527344,2004-10-27
20.950000762939453,2004-10-28
21.299999237060547,2004-10-29
21.299999237060547,2004-11-01
21.290000915527344,2004-11-02
22.0,2004-11-03
22.149999618530273,2004-11-04
23.19499969482422,2004-11-05
23.479999542236328,2004-11-08
23.229999542236328,2004-11-09
23.239999771118164,2004-11-10
23.829999923706055,2004-11-11
22.979999542236328,2004-11-12
23.0,2004-11-15
22.670000076293945,2004-11-16
22.280000686645508,2004-11-17
22.239999771118164,2004-11-18
21.440000534057617,2004-11-19
21.459999084472656,2004-11-22
21.040000915527344,2004-11-23
20.850000381469727,2004-11-24
20.920000076293945,2004-11-26
20.360000610351562,2004-11-29
20.3799991607666,2004-11-30
20.350000381469727,2004-12-01
21.100000381469727,2004-12-02
20.770000457763672,2004-12-03
21.360000610351562,2004-12-06
20.809999465942383,2004-12-07
21.170000076293945,2004-12-08
21.3799991607666,2004-12-09
21.3799991607666,2004-12-10
21.65999984741211,2004-12-13
22.739999771118164,2004-12-14
22.760000228881836,2004-12-15
22.770000457763672,2004-12-16
22.729999542236328,2004-12-17
22.450000762939453,2004-12-20
22.510000228881836,2004-12-21
23.139999389648438,2004-12-22
23.149999618530273,2004-12-23
23.579999923706055,2004-12-27
23.780000686645508,2004-12-28
23.799999237060547,2004-12-29
23.729999542236328,2004-12-30
23.360000610351562,2004-12-31
23.6299991607666,2005-01-03
22.829999923706055,2005-01-04
22.809999465942383,2005-01-05
22.850000381469727,2005-01-06
23.100000381469727,2005-01-07
24.399999618530273,2005-01-10
23.649999618530273,2005-01-11
23.8799991607666,2005-01-12
23.579999923706055,2005-01-13
23.59000015258789,2005-01-14
23.25,2005-01-18
22.559999465942383,2005-01-19
22.260000228881836,2005-01-20
22.65999984741211,2005-01-21
22.06999969482422,2005-01-24
22.15999984741211,2005-01-25
22.239999771118164,2005-01-26
21.670000076293945,2005-01-27
21.709999084472656,2005-01-28
22.40999984741211,2005-01-31
22.229999542236328,2005-02-01
22.260000228881836,2005-02-02
22.420000076293945,2005-02-03
23.3700008392334,2005-02-04
23.329999923706055,2005-02-07
23.0,2005-02-08
22.3799991607666,2005-02-09
22.139999389648438,2005-02-10
22.889999389648438,2005-02-11
22.270000457763672,2005-02-14
21.969999313354492,2005-02-15
21.950000762939453,2005-02-16
21.969999313354492,2005-02-17
21.969999313354492,2005-02-18
